Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,1,0,0,0,"HTML, CSS, Data Science, Java, MySQL, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,2,1,1,0,"Adobe Photoshop Lightroom CC, Adobe Premiere Pro, English Proficiency (Spoken), English Proficiency (Written), Photography, Video Editing, Video Making, Adobe After Effects, Adobe Photoshop, Algorithms, CSS, Data Analytics, Data Structures, HTML, MS-Excel, Power BI, Python, SQL, SolidWorks, Data Science, JavaScript, Machine Learning, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2025,N/A,N/A,N/A,N/A
,1,0,0,0,"HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, AJAX, C#, Internet of Things (IoT), Java, MySQL, Cloud Computing, Linux, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Information Technology (B.I.T.),,2023,N/A,N/A,N/A,N/A
,2,0,0,0,"CSS, HTML, Python, SQL, JavaScript, ReactJS","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,N/A,N/A,N/A
,0,0,0,0,"C Programming, C++ Programming, CSS, Cloud Computing, Database Management System (DBMS), HTML, Internet of Things (IoT), Microsoft Visual Studio, PHP, Raspberry Pi, Android","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Engineering,computer science,2025,N/A,8.00/10,N/A,N/A
,2,2,2,0,"English Proficiency (Written), Data Analytics, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2021,N/A,8.05/10,N/A,N/A
,2,0,0,0,"C Programming, C++ Programming, AngularJS, CSS, Creative Writing, HTML, Java, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,9.52/10,91.20/91.20,10.00/10.00
,2,0,0,0,"Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, MySQL, Python, Computer Vision","Yes, I am available for 3 months starting immediately for a full-time internship.",,,0,N/A,N/A,79.00/79.00,N/A
,2,1,0,0,"Python, C Programming, Data Structures, Internet of Things (IoT), Java, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Information Technology,2021,7.54/10,N/A,70.92/70.92,76.40/76.40
,2,1,0,1,"HTML, MS-Excel, MS-Office, Python, Data Analytics, Data Science, Deep Learning, JavaScript, Machine Learning, R Programming","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Artificial Intelligence,2024,8.00/10,N/A,N/A,N/A
,2,2,2,2,"Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electrical and Electronics Engineering,2018,N/A,N/A,N/A,N/A
,1,1,0,0,"MATLAB, Visual Basic (VB), Data Analytics, Machine Learning, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",,Civil Engineering,2024,N/A,N/A,N/A,N/A
,2,2,0,1,"CSS, Data Analytics, Data Science, HTML, Machine Learning, MySQL, Python, Computer Vision, Deep Learning, Flask","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,N/A,8.80/10,87.00/87.00,N/A
,2,2,0,0,"Artificial Intelligence, MS-Excel, Machine Learning, Python, Power BI, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2023,N/A,N/A,N/A,N/A
,2,1,1,1,"English Proficiency (Written), Python, CSS, Data Analytics, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, OpenCV, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Data Science,2024,N/A,9.00/10,75.00/75.00,80.00/80.00
,1,0,0,0,"Cloud Computing, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,9.00/9.00,8.70/8.70
,2,1,0,0,"Algorithms, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Java, MS-Excel, Power BI, Python, SQL, Database Management System (DBMS), Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",M.Sc. in Data Science,And Big Data Analytics,2024,N/A,7.14/10,N/A,N/A
,2,1,0,0,"C++ Programming, CSS, Express.js, Flask, HTML, JavaScript, MongoDB, Node.js, Python, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),computer science,2023,N/A,N/A,N/A,N/A
,0,0,0,0,"Content Writing, HTML, MS-Office, JavaScript, MS-Excel, Marketing Strategies , UI & UX Design, Figma, User Interface (UI) Development","Yes, I am available for 3 months starting immediately for a full-time internship.",B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),Computer Science & Technology,2023,N/A,N/A,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",Certified Data Scientist,Biological Science,2022,7.00/7,N/A,N/A,N/A
,2,2,1,2,"English Proficiency (Spoken), English Proficiency (Written), C Programming, Computer Networks, Deep Learning, Java, Jira, Machine Learning, Mathematics, MySQL, Python, CSS, Computer Vision, Data Science, German Proficiency (Spoken), German Proficiency (Written), HTML, JavaScript, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,8.55/10,8.00/8.00,8.40/8.40
,2,2,1,1,"C++ Programming, Data Analytics, MS-Excel, Machine Learning, Python, Statistics, Artificial Intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, GitHub, Image Processing, Java, MySQL, Natural Language Processing (NLP), Neural Networks, Power BI, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Science (M.C.S.),,2023,8.80/10,N/A,N/A,N/A
,1,1,0,1,"Canva, English Proficiency (Spoken), English Proficiency (Written), C++ Programming, Dart, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, Flutter, Java, MS SQL Server, MS-Office, Machine Learning, Power BI, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Data Science,2024,N/A,N/A,87.60/87.60,91.20/91.20
,2,1,0,0,"Physics, Data Analytics, MS-Excel, Python, Statistics, Machine Learning, Power BI, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Physics,2022,N/A,N/A,N/A,N/A
,3,3,3,2,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, Artificial intelligence, C Programming, CSS, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, SQL, C++ Programming, Computer Vision, Django, Flask","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science,2023,N/A,8.56/10,9.94/9.94,10.00/10.00
,2,2,2,2,"Artificial intelligence, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Flask, Machine Learning, Natural Language Processing (NLP), Neural Networks, OpenCV, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,N/A,N/A,N/A
,2,2,2,2,"HTML, MySQL, Bootstrap, CSS, Creative Writing, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, jQuery, Computer Networks, Computer Vision, Data Analytics, Data Science, Data Structures, MS-Excel, Node.js, PHP, ReactJS, WordPress","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,10.00/10.00
,2,2,1,1,"English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Computer Vision, Data Analytics, Data Science, Deep Learning, Natural Language Processing (NLP), SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",,,0,N/A,N/A,N/A,N/A
,3,2,0,1,"Python, C Programming, C++ Programming, CSS, Data Analytics, Data Structures, Flask, HTML, Machine Learning, OpenCV, Deep Learning, SQLite","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),,2025,N/A,N/A,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,1,1,0,0,"Data Analytics, Data Science, Machine Learning, Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2022,N/A,N/A,N/A,N/A
,2,0,0,0,"CSS, HTML, JavaScript, MySQL, Python, Bootstrap, Node.js, PHP, ReactJS, WordPress","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),computer science,2024,N/A,8.20/9,91.00/91.00,94.00/94.00
,2,2,0,1,"MS-Excel, CSS, Computer Vision, Data Analytics, Data Science, Machine Learning, MySQL, Neural Networks, Power BI, Python, Research and Analytics, SQL, Tableau, UI & UX Design, Deep Learning, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),Computer Science & Technology,2024,N/A,N/A,N/A,N/A
,2,2,0,0,"CSS, HTML, Database Management System (DBMS), Java, JavaScript, MS-Office, Machine Learning, Python, Data Analytics, Data Science, Data Structures","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Information Technology,2024,N/A,N/A,N/A,N/A
,2,0,0,0,"AutoCAD, MS-Office, Power BI, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",DIPLOMA IN CIVIL Engineering,Civil Engineering,2017,86.25/100,N/A,N/A,N/A
,2,0,0,0,"Cloud Computing, Database Management System (DBMS), Microsoft Azure, MySQL, Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc) (Pass),INFORMATION TECHONOLGY,2011,N/A,N/A,N/A,N/A
,2,0,0,0,"MS-Excel, C Programming, Python, C++ Programming, JavaScript, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2026,N/A,N/A,N/A,N/A
,2,0,0,0,"HTML, Python, CSS, React Native, ReactJS","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2024,N/A,N/A,60.00/60.00,7.10/7.10
,0,0,0,0,"CSS, Data Structures, HTML, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Instrumentation ,2025,N/A,N/A,N/A,N/A
,3,2,0,0,"JavaScript, Python, Data Science, Machine Learning, Tableau, Data Analytics","Yes, I am available for 3 months starting immediately for a full-time internship.",Advanced Certification In Data Science,,2023,N/A,N/A,N/A,N/A
,3,2,2,2,"Python, Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, SQL, C Programming, C++ Programming, Computer Vision, Git","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,2,2,0,2,"Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, MS SQL Server, MS-Excel, Machine Learning, OpenCV, Power BI, Python, SQL, Statistical Modeling","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Civil Engineering,2020,N/A,N/A,N/A,N/A
,3,1,0,0,"MS-Office, MySQL, Power BI, Python, Data Analytics, MS-Excel, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),,2020,N/A,N/A,N/A,N/A
,1,0,0,0,Python,"Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Information Technology,2024,7.15/10,N/A,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Telecommunication Engineering (ETE),2023,N/A,N/A,N/A,N/A
,3,1,1,1,"Data Science, English Proficiency (Spoken), Python, Data Analytics, English Proficiency (Written), MS-Excel, Power BI, Artificial Intelligence, Computer Vision, Data Structures, Deep Learning, Elasticsearch, Image Processing, MS SQL Server, MS-Office, MS-PowerPoint, Machine Learning, MySQL, Natural Language Processing (NLP), NoSQL, OpenCV, PostgreSQL, Research and Analytics, SQL, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2022,N/A,N/A,N/A,N/A
,2,2,2,2,"C++ Programming, English Proficiency (Spoken), Computer Networks, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Written), Git, GitHub, MS-Excel, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,N/A,N/A,N/A,N/A
,2,2,0,0,"MS-Excel, Data Analytics, Machine Learning, Python, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",MBA,Business Analytics,2023,N/A,8.00/8,N/A,N/A
,1,1,1,1,"English Proficiency (Spoken), MS-Word, C Programming, C++ Programming, English Proficiency (Written), MS-Excel, MS-PowerPoint, Mathematics, SQL, Data Analytics, Data Science, Deep Learning, Hadoop, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, SPSS, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Mathematics,2023,N/A,65.00/100,67.00/67.00,8.80/8.80
,2,2,2,2,"Adobe Illustrator, Algorithms, Amazon Web Services (AWS), C++ Programming, Cloud Computing, Cloud Firestore, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Figma, Firebase, Flask, GitHub, Heroku, Image Processing, Linux, MS-Excel, Machine Learning, Microsoft Visual Studio, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, Postman, Python, Research and Analytics, Django, Kotlin, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,N/A,N/A,N/A
